iter	RMSE
340	981.5465044
341	981.3742688
342	981.1672074
343	980.9043336
344	980.5405966
345	980.2544892
346	980.0644104
347	979.831356
348	979.5349558
349	979.2298892
350	978.9173508
351	978.4539588
352	978.1555813
353	977.8952174
354	977.6577444
355	977.4228072
356	977.0649027
357	976.845186
358	976.687253
359	976.3567267
360	976.1325487
361	975.7713955
362	975.3368495
363	974.7729322
364	974.3508811
365	974.1408082
366	973.9269322
367	973.8357271
368	973.3139645
369	973.0976163
370	972.7993141
371	972.5699359
372	972.2062001
373	971.8931469
374	971.6105686
375	971.2852899
376	971.0843626
377	970.7624464
378	970.6703069
379	970.4629788
380	970.2949981
381	970.0140872
382	969.6029628
383	969.2703751
384	969.070061
385	968.7377452
386	968.430034
387	968.0267298
388	967.845768
389	967.6384101
390	967.3577874
391	966.9252811
392	966.7168688
393	966.2224222
394	965.9381855
395	965.7530521
396	965.2993933
397	964.9367864
398	964.5732532
399	964.0888959
400	963.9188367
401	963.68207
402	963.5173113
403	963.3637076
404	963.2849911
405	963.0809683
406	962.906914
407	962.7452621
408	962.3302966
409	962.0092063
410	961.7506327
411	961.5607962
412	961.181657
413	961.0530677
414	960.9276538
415	960.4393674
416	960.2375339
417	960.0275597
418	959.7339925
419	959.4852912
420	959.2904303
421	958.9728235
422	958.9026807
423	958.6613657
424	958.4972602
425	958.3280005
426	957.8986324
427	957.7108046
428	957.6062363
429	957.4823755
430	957.2034967
431	956.9335104
432	956.7294478
433	956.4191597
434	956.1371868
435	955.9472929
436	955.7592788
437	955.4288243
438	955.1178743
439	954.8096525
440	954.538333
441	954.3554429
442	954.1476608
443	953.9726561
444	953.5712313
445	953.2608118
446	952.976225
447	952.6801523
448	952.4041508
449	952.1807381
450	951.8627474
451	951.6908389
452	951.3318191
453	951.2354109
454	950.9990007
455	950.6948143
456	950.4505111
457	950.1915325
458	949.9158198
459	949.8551754
460	949.5887537
461	949.3635608
462	948.9352392
463	948.4875981
464	948.2951645
465	948.0179179
466	947.6214314
467	947.1844787
468	946.9386665
469	946.7845553
470	946.4365869
471	946.1599962
472	945.9319624
473	945.7337134
474	945.5144321
475	945.2592504
476	944.997811
477	944.6572546
478	944.412669
479	944.308856
480	944.0257841
481	943.7990296
482	943.5887093
483	943.3980259
484	943.0060416
485	942.6881661
486	942.3866753
487	942.165938
488	941.8337249
489	941.6282487
490	941.5015912
491	941.2360677
492	941.0250248
493	940.611232
494	940.326102
495	940.218088
496	940.003361
497	939.7218703
498	939.4361709
499	939.1447163
500	938.9623308
501	938.5317068
502	938.3156389
503	937.9933829
504	937.7846815
505	937.5688901
506	937.2612737
507	937.0310265
508	936.7949133
509	936.5233459
510	936.1161119
511	935.7378144
512	935.5547625
513	935.2653812
514	935.0028534
515	934.8302165
516	934.6216354
517	934.4189459
518	934.0695104
519	933.8670265
520	933.659227
521	933.4011205
522	933.0927501
523	932.8001586
524	932.5957894
525	932.2185156
526	931.7344979
527	931.4572702
528	931.1511015
529	930.949761
530	930.5968116
531	930.4090953
532	930.1012024
533	929.8381316
534	929.6804318
535	929.4539979
536	929.2522664
537	929.0347264
538	928.8436569
539	928.6129341
540	928.3282629
541	928.1001888
542	927.8228873
543	927.3632266
544	927.1872707
545	927.0867989
546	926.8804221
547	926.6315808
548	926.4944517
549	926.3236427
550	926.000525
551	925.8202477
552	925.5735653
553	925.3572649
554	925.1340436
555	924.9533731
556	924.7183165
557	924.3950126
558	924.2189153
559	923.9574297
560	923.7114675
561	923.473697
562	923.1752376
563	922.908831
564	922.6811581
565	922.4403204
566	922.2390923
567	921.7288452
568	921.361011
569	921.2780434
570	920.9453008
571	920.7161325
572	920.6216739
573	920.4839529
574	920.2591911
575	920.1792323
576	920.0364858
577	919.8287944
578	919.458488
579	919.2386724
580	919.0254584
581	918.7919179
582	918.411869
583	918.1256921
584	917.8571811
585	917.6710258
586	917.4632152
587	917.2662646
588	916.9566926
589	916.766401
590	916.4980152
591	916.2795863
592	916.1399498
593	915.8415088
594	915.5795765
595	915.4179155
596	915.1364913
597	914.8658505
598	914.4936002
599	914.3247394
600	914.119552
601	913.7964397
602	913.6448292
603	913.3432828
604	913.1036494
605	912.9491076
606	912.6684311
607	912.6336736
608	912.3579501
609	912.173191
610	911.8851646
611	911.7440223
612	911.4807474
613	911.3252361
614	911.0581517
615	910.8874411
616	910.7345045
617	910.5472904
618	910.2667695
619	910.0262853
620	909.809895
621	909.7144824
622	909.5364891
623	909.3452027
624	909.1314982
625	909.0313768
626	908.8211135
627	908.6577469
628	908.4656239
629	908.21097
630	907.8888922
631	907.6701241
632	907.4479779
633	907.2492939
634	906.972512
635	906.798575
636	906.6846022
637	906.3695265
638	906.1767396
639	905.9695805
640	905.8326882
641	905.6237677
642	905.2644601
643	905.0284633
644	904.897849
645	904.6655148
646	904.4573407
647	904.2222884
648	904.1039731
649	903.8807962
650	903.7489221
651	903.4431097
652	903.214548
653	902.9205379
654	902.7173966
655	902.5859001
656	902.5537117
657	902.3502175
658	902.0095649
659	901.6548622
660	901.4865043
661	901.2612183
662	900.8604115
663	900.53913
664	900.3523616
665	900.0399653
666	899.7344049
667	899.4648306
668	899.1860143
669	899.025256
670	898.896122
671	898.6300451
672	898.41916
673	898.2560275
674	898.0912629
675	897.8553728
676	897.7445568
677	897.5627015
678	897.4018563
679	897.1294183
680	896.9601862
681	896.7845234
682	896.4836784
683	896.3187743
684	896.0904954
685	895.8386741
686	895.7012967
687	895.5834451
688	895.2903256
689	894.9237042
690	894.7077318
691	894.5217755
692	894.2916184
693	894.1432669
694	893.9728253
695	893.807453
696	893.6720961
697	893.44478
698	893.315315
699	893.1309439
700	892.9453494
701	892.7388413
702	892.4576645
703	892.2538913
704	891.9985434
705	891.7734607
706	891.594909
707	891.2806811
708	891.1430639
709	890.9476031
710	890.7889784
711	890.5263829
712	890.2891165
713	890.0651473
714	889.892315
715	889.6082944
716	889.4895851
717	889.2683708
718	889.0430339
719	888.9555124
720	888.6570914
721	888.392847
722	888.1120725
723	887.9703751
724	887.709929
725	887.6147511
726	887.3619436
727	887.1091671
728	886.9165722
729	886.6462874
730	886.4852235
731	886.0961203
732	885.8825057
733	885.5996892
734	885.294369
735	885.1400728
736	884.8542656
737	884.6981796
738	884.4253215
739	884.2731142
740	884.1118465
741	883.8756503
742	883.7665081
743	883.6476179
744	883.3870011
745	883.2080456
746	883.0217223
747	882.8873642
748	882.6360999
749	882.5118626
750	882.163346
751	882.0323486
752	881.8843248
753	881.6493783
754	881.5220751
755	881.3503575
756	881.0561709
757	880.8657814
758	880.6558236
759	880.3147221
760	880.1456331
761	879.9121276
762	879.7503107
763	879.578725
764	879.2786396
765	879.1253967
766	878.9695536
767	878.9418637
768	878.8461316
769	878.6417058
770	878.3959352
771	878.2369914
772	878.0671314
773	877.9007997
774	877.7090607
775	877.5001478
776	877.1981223
777	877.1164086
778	876.9874988
779	876.6896756
780	876.4674977
781	876.2848924
782	876.0313844
783	875.9107729
784	875.7573464
785	875.6289198
786	875.4362866
787	875.1444987
788	875.0061402
789	874.8411512
790	874.6155734
791	874.5444814
792	874.2897577
793	874.2234902
794	874.06776
795	873.8492237
796	873.7408796
797	873.486482
798	873.2887046
799	873.0277944
800	872.8585019
801	872.7193802
802	872.4322263
803	872.2070152
804	872.070083
805	871.8659969
806	871.6394448
807	871.5131949
808	871.379778
809	871.1350782
810	870.9925266
811	870.7654246
812	870.5281883
813	870.4156591
814	870.3233273
815	870.1932752
816	869.9796674
817	869.8214444
818	869.6235107
819	869.4490221
820	869.244372
821	869.0712826
822	868.9307523
823	868.740141
824	868.523384
825	868.3532125
826	868.1785282
827	867.9122235
828	867.7430156
829	867.5902807
830	867.2688108
831	867.1567936
832	866.8986673
833	866.69605
834	866.5492496
835	866.3200476
836	866.2147855
837	866.0215002
838	865.736638
839	865.5537367
840	865.2934378
841	865.1274689
842	864.9417653
843	864.6998044
844	864.5337485
845	864.3966233
846	864.2728606
847	864.1032071
848	863.8461307
849	863.7230901
850	863.4817838
851	863.2422017
852	863.0584669
853	862.804225
854	862.6720965
855	862.5673599
856	862.4484551
857	862.3824507
858	862.2248826
859	862.096828
860	861.8837058
861	861.7528625
862	861.514072
863	861.3801215
864	861.229713
865	861.1269492
866	860.9940423
867	860.7655334
868	860.6093318
869	860.5027336
870	860.4442116
871	860.2891613
872	860.1555918
873	859.8558405
874	859.6715532
875	859.5273375
876	859.2345572
877	859.1351735
878	859.044714
879	858.9108944
880	858.6533
881	858.5198392
882	858.2843232
883	858.0544272
884	858.02477
885	857.8421216
886	857.6893334
887	857.4615327
888	857.3106221
889	857.1399811
890	857.0405054
891	856.9263963
892	856.8007605
893	856.6305211
894	856.4940338
895	856.2892997
896	856.1769491
897	855.8862774
898	855.6730251
899	855.5758119
900	855.4330245
901	855.3217076
902	855.1652081
903	855.1014051
904	854.9659373
905	854.780972
906	854.6050638
907	854.340496
908	854.178324
909	854.0751301
910	853.9248445
911	853.7697857
912	853.5932578
913	853.3689095
914	853.1126402
915	852.9983479
916	852.7990097
917	852.6005561
918	852.481617
919	852.4041294
920	852.1760099
921	852.0329629
922	851.8866355
923	851.8115421
924	851.6985256
925	851.5605536
926	851.413523
927	851.2360391
928	851.023572
929	850.8316917
930	850.625497
931	850.5073679
932	850.3675965
933	850.2901202
934	850.0758356
935	849.992011
936	849.7983036
937	849.5605151
938	849.4464258
939	849.2552534
940	849.087392
941	848.9231745
942	848.7218106
943	848.526055
944	848.3644582
945	848.210646
946	848.1463811
947	848.0396461
948	847.8778818
949	847.7141052
950	847.4118042
951	847.2101403
952	847.1482736
953	846.9211213
954	846.7506854
955	846.5075529
956	846.3644025
957	846.2917218
958	846.1664071
959	846.0107163
960	845.8323531
961	845.7001986
962	845.5114633
963	845.3432415
964	845.1459899
965	845.013089
966	844.8367717
967	844.6651544
968	844.5774021
969	844.3758103
970	844.2175221
971	844.1254384
972	843.9824347
973	843.7859422
974	843.7004538
975	843.5543094
976	843.362326
977	843.1955187
978	842.9903526
979	842.9409137
980	842.694236
981	842.4834307
982	842.404631
983	842.2513686
984	842.0405259
985	841.875849
986	841.6876926
987	841.5457227
988	841.4371661
989	841.3968192
990	841.2579116
991	841.099667
992	840.9021313
993	840.7845756
994	840.603033
995	840.4780939
996	840.343499
997	840.0729979
998	839.8395495
999	839.6722839
